score,review
1,They Don't clean their rooms and the staff is extremely rude!!! The cleaning staff asks for tips but leave used condoms by your bed. We told the manager and they never bothered to refund the $140 per night or even apologize for that matter. Stay...More
1,"The Monte Vista markets itself to stupid people by claiming to be haunted, but the hotel is only haunted by what it could be if the owners put minimal effort into upkeep. The historic brick exterior hides a tremendous dump, and the horribleness of this...More"
4,"We visited the Monte Vista this summer. The location is great. It was exactly where we needed to be--close to NAU and walking distance in downtown. We had a suite, which was small but clean and worked well for our needs (parents and an adult...More"
3,"The Monte Vista is right in the heart of downtown Flagstaff within walking distance to many bars and restaurants.  The hotel staff, from the bar to the Front Desk, were incredibly friendly and helpful.  They were able to direct us to everything we needed, from...More"
1,"I wanted to stay here because of the historical nature of it. I enjoy visiting historical places. I did my homework online about this place... reserved a 4th floor, with bathroom included. We already knew the parking situation (its basically 10 spaces for the entire...More"
3,Historic AND Haunted! Or so they say ... I didn't hear any bellboy roaming the halls at night knocking on doors. Reasonably priced ... around $70. We were on the 2nd floor right above the street and it was loud all night with drunk people...More
5,We checked in late at night without a reservation.  Great service by Brandon.  We loved the historic room with a brass bed.  Great soaking tub and hot water.  Romantic decor.  Walking distance to several night spots and the University campus. We had a great time.
4,First understand that Flagstaff is a College town and that the old downtown area will have parking challenges. Notice also that downtown Flagstaff has a lot of bars. If you want a quiet night sleep uninterrupted by folks yelling stuff in the street at 2am...More
4,Older building but nice receptionista - OK to sleep - Friendly Bar staff and all in all very good located/ fine for travelers...ll go back! We liked it! Scenic Building in a scenic Village...cool Breakfast Muffins looked well home made ??...
1,"You can't pay me enough to stay at this hotel again. I arrived at 3pm check-in time, was told 1 room was not ready. I was given the room keys for that room but refused the keys to the other. Turns out both rooms were...More"
4,"Stayed here for 5 nights and thoroughly enjoyed it. It was cheap, came with parking and free internet. For the price you do get what you pay for. My room was big with a tiny shower and toilet. Internet was flakey and the parking was...More"
3,"parking was a problem.  you get a paper for your dashboard, then go find something in the public parking areas.  as I was there on a Friday, the streets were full and I parked about 3 blocks away.  not convenient to carry one's suitcases.
the...More"
5,"I can't count how many times I have stayed here,  I love this property ..  and yes, there is bar noise and train noise on the street side. If you need quiet,  ask for a room on the back side of the hotel,  less to...More"
3,"If you stay in this ""haunted hotel"" be aware you won't sleep, but it's not the baby crying ghosts, it's the people that stay in the street after the bar closes, from 2am to 4am, you are better off if you join them. 
But I...More"
2,"Driving on the route 66 we spent one night to relax and to enjoy the charm of this hotel, but nothing was true.
All the room on the main street are tremendously noisy, there was no hot water cause a not defined problem (even if...More"
5,"So glad we found the Monte V for our night in Flagstaff before heading out to the Canyon the next morning.  What a fun place!  The employee at the desk was super-nice, and the rooms were quaint a clean.  We would have been bored senseless...More"
2,"Getting really bored of the sweltering summer in Phoenix, my husband and I decided to take a trip up to Flagstaff for the night to enjoy some cooler mountain air. I chose to stay at the Monte Vista for its location which was central to...More"
5,I decided to stay at a Historial landmark hotel because they usually have a lot of character and can claim to be haunted. The rooms are named after movie stars. Monte Vista is right in the middle of downtown Flagstaff. The rooms are adequate and...More
5,"My boyfriend and I stopped here on our way to New Mexico from Vegas, and loved it.  Each room has their individual characteristics.  We stayed in the Freddie Mercury room.  It overlooked the street, and the bed was really comfortable. There are also several cool...More"
5,"We loved our experience at the Monte Vista in downtown Flagstaff.  The decor is wonderful, definitely more vintage in character.  The staff were exceptionally helpful and friendly, especially, Dean, the Barista.  Will be visiting again soon!"
5,"Of course the 'Old world' charm of this hotel means it is cared for and beautifully furnished. We stayed in Clark Gables suite overlooking the street and found the room warm, cosy with a great ambience. Wonderful, helpful staff and a great location in the...More"
5,The Hotel Monte Vista is a reminder of an elegant time.  The rooms are small but clean and nicely maintained. The girl at the front desk was very helpful and was able to recommend restaurants and drinks...exactly what you would hope for.  We were told...More
4,"No, we didn't see a ghost!  The rooms are small but really cool if you like historic hotels. We really enjoyed our stay at the Monte Vista. My husband and I also had a cocktail in the bar there. It was quaint. Totally worth staying...More"
4,"We loved the charm of this historic hotel, and the idea of all the old film stars having stayed there. We had a back room so no problem with noise. The room was spacious and very comfortable. The staff were very helpful, recommended a wonderful...More"
2,I recently stayed at the Monte Vista for Memorial Day weekend.  The location of the hotel is great.  The service is pretty good.  The noise level is completely unacceptable. The walls are paper thin and you can hear the music in the club and noises...More
3,"The best thing about this place is the location, in the heart of Flagstaff's historic downtown. Otherwise, my room was drab and pricey for what it was (I paid $100 for a room with a queen-sized bed and private bath). Just a little bit of...More"
4,"My daughter recommended that we stay here - she mentioned that it's not the most modern hotel but it was nostalgic.  The hotel is very central to downtown which we found very convenient.  The room was clean, the bed comfortable and the bathroom was very...More"
5,"We had nowhere booked in flagstaff and went first to the monte vista as it's got the great big sign on top!! The room was affordable (around $89 plus tax) it wasn't huge, but it was clean and very comfortable.  The room was kind of...More"
5,"We have stayed several times at the Monte Vista on ghost hunting trips . The rooms are clean warm and very comfy ! We always get the Bon Jovi Room , also known as the Rocking chair room . And have had much success as...More"
4,"I stay at the Monte Vista once a year, and have never had any complaints. Keep in mind it is a historic hotel and only so many upgrades can be made. Stayed on 3/28/14. The room was remodeled from last year, bed extremely comfortable, soft...More"
3,"We stayed for two nights and for being an older hotel we thought that the atmosphere and the rooms were pretty cool. The staff was extremely rude! So disrespectful, they ignored us, wouldnt look at us when we spoke with them, they were not helpful...More"
1,My fiancé and I thought a one night getaway would be relaxing. The lobby is beautiful the staff is very friendly. The hotel rooms are horrible. There is a sink in the room very very dark. The shower and toilet is so tiny you can...More
2,"I've stayed in numerous historic, character, haunted and local flavor hotels. This one is low on the list in terms of quality and value. Nothing worse than waking up at 12:30 to the sounds of the couple in the next room making each other very...More"
1,We recently stayed at this hotel on a Friday night. It is an old hotel and the lobby has lots of charm but that is about all. For $100 our room on the second floor was way overpriced. It was the size of a large...More
1,"I am a hotel General Manager. I have never experienced the lack of service that I was confronted with at this Hotel anywhere else in my professional or personal travels. It is a shame, quite honestly, because the property itself is well-maintained. The room was...More"
1,"We were not impressed with this Hotel or staff, very impersonal, very little people skills and certainly no value,  we had just travelled from Orlando and previous to this hotel were able to gauge this establishment on the previous five hotels, motel and this did...More"
4,"Very cool place. Old and charming. We stayed in room 404, which happened to be Spencer Tracys room. Comfy and cozy  my only complaint was replacing the keys each day because the magnetic strip was off. After an all day adventure, the last thing...More"
1,"This hotel is old and dusty and sad. Pea green room, 5 watt light bulbs, tiny bath, dusty blinds, creepy carpet, insufficient towels, indifferent staff. Nice that it's downtown, but there are plenty of better choices in convenient locations elsewhere in Flagstaff."
4,We had a two bedroom sweet with another couple.  We all shared one bathroom but it was only 89 bucks for the night!  We had the John Wayne suite.  This means there are a couple of posters in the room to give it a John...More
4,We had an ab fab time for 2 nts whilst staying for a grand canyon tour..bar and staff great..atmosphere enjoyable..central and friendly..value for money in the corner suite..Swadee Thai restaurant across road a plus..
2,"Ok, so let me put it straight. Although from Europe, I've been coming to Phoenix for many years, and NEVER was I asked or told that my European ID is not valid (for ordering alcohol) as a form of identification, and that I need a...More"
5,My boyfriend and I stayed up here a couple weeks ago. I had stayed at another older hotel near by just a couple months previous so it was easy to make comparison. This hotel was much more enjoyable. The female at the front desk was...More
3,"I tend to like boutique hotels with personality so for a little more you can stay here and avoid chain hotels. Every room is different and the hotel has lots of history. Rooms can have private bathroom or shared, I always choose private and they...More"
4,"If you are looking for old, quaint, convenient and plain old comfy without the new glitter then this is your hotel. It definitely isn't new and it's not going to be quiet as it's in the middle of downtown with a bar on the first...More"
4,Really enjoyed my stay here. Enjoyed learning the history of the hotel. Check in was easy and room was very comfortable. Staff was very nice and enjoyed relaxing in the bar. This is an old hotel so be prepared to accept the charming but older...More
4,"This is a fun, funky place to stay in the heart of the action. The rooms are not fancy, but it was expected for a historical building. We really enjoyed talking to the bartender down in the MV bar. He told us about the ghosts...More"
5,"I've been staying at the Hotel Monte Vista for two nights during a road trip that brought me to Flagstaff.
The hotel has been able to establish a fresh ambience while maintaining the historic charm of a hotel that has been build in 1924.
The...More"
2,"This place seems so charming, great location downtown, but big disappoint when we got to our ""suite"". It's old and kind of falling apart. I like the idea of the historic hotel, but it needs major updates for the price. I wouldn't stay here again,...More"
2,"First off, we had been warned against staying here by family members, but we're suckers for historic hotels so figured, why not! Check in went smoothly, but upon arriving at our room the door was still open with a rag..we wondered if the housekeeper had...More"
4,"Monte vista has a great location. Unique setting. Bar, restaurant and pool lounge on premise. Oh, did I mention love bands? Yeah. Parking was a bit difficult to find and ended up at the garage across the street."
4,"It's not a cookie cutter hotel. It's quirky and a bit creaky, but quite comfortable. The bar and lounge were jumping on a Saturday night, but the room was quiet. It was kind of an experience rather than just a place to sleep. The staff...More"
3,"My husband and I stayed here for two nights (Thursday and Friday nights), after a week of camping up in Utah. We requested a top floor room, which we received - room 407. It had an overall comfortable feeling to it, and we were glad...More"
5,"I am surprised by all the negative comments here on TripAdvisor. I stayed for two days, and found the stay to be GREAT. I loved the location of the hotel; and I liked my room. And I really liked the staff. I often travel in...More"
1,We travelled the route 66 and decided we wanted to stay in hotel for a night.  So we ended up paying a lot more on this accomodation than any other night and it was shocking along with the staff.  The motels we stayed on route...More
3,"Yelling drinkers outside downstairs til 2 am mid week! 
Apart from that the hotel is a nice old one and our room was cute and clean. Great location in the centre of town. The bar downstairs has cheap 2.50 microbrew beers and excellent cocktails. Would...More"
5,"I usually stay in in budget motels like Motel 6 but felt like staying downtown vs. right by the freeway...

The location of this hotel is AWESOME, right in the heart of downtown Flagstaff. Great food and shopping close by! 

I was impressed by the...More"
3,What made me stay at this hotel was the ghost theme.  I stayed in a room that a guy in the 80's expired in and he haunts the room.  I didnt see any ghosts but staying in the room was cool.  The room had old...More
2,"It was a good location, but we didnt like the rooms - too small and tired.  Its a theme hotel with the rooms named after actors and singers.  Ours was Queen. It had deep purple decor, which made the room dark and dull.  Bit tacky...More"
3,"What we liked about this hotel: its location in Old Town Flagstaff; it's history; its old-time decor, and fixtures.
What we didn't like about this hotel: the street noises that went on most of the night; the tiny bathroom; the small size of the room...More"
2,"A group of women got together and stayed one night at the Hotel Monte Vista to do a little bit of ghost hunting (The hotel is reported to be haunted).  We got two rooms, the first room was the Jack Daniels Suite.  The Jack Daniels...More"
3,One of the advantages of driving Route 66 is that the recommended hotel are all centrally located in the towns and cities as Route 66 went through the centre of towns and so it is with Hotel Monte Vista. It could hardly be more centrally...More
1,We checked in late on a Friday night to find out we were given the room above the bar where music plays until 12 or 1am. The room was as small as two closets combined which we didn't mind because we wanted to support a...More
1,"The hotel is very overpriced.
Pros:
It's got history
It's clean
It's has a cocktail bar 

Cons
It is so basic it doesnt even have proper curtains!! Just thin voil so at 6am the room is super bright & I couldn't sleep.
The shower toilet...More"
4,"We stayed overnight here 29/05/2013 on our Route 66 trip..
We paid $101:31 no breakfast included.

The location for this hotel is spot on .. Very central... Room was very basic, bathroom tiny, but hey we only wanted a room to sleep and somewhere to...More"
2,So it has some history and it has some ghosts neither of which is a good excuse for charging $100 for a tiny tiny room with and soggy uncomfortable mattress and a bathroom that was frankly inadequate. Plus we had the added thrill of the...More
5,"This is an historic hotel and has a long list of celebrities who've stayed there.  As a writer, I intentionally chose the Zane Gray Room.

It was spacious and comfortable.  It's a little different from staying in a modern day motel or hotel, but that...More"
3,"The Monte Vista has theme rooms, like the Gene Autry room, the Freddy Mercury room, etc.  Some of the rooms are very nice.  Some are old fashioned rooms without plumbing, so make sure you know what you are getting.  We have had some nice stays...More"
4,"for years i have been fascinated by the hugh neon monte vista sign on roof of the old brick structure in downtown flagstaff.  this fourth of july we booked a third-floor, corner room so we could view the parade.  built in the 20s, the hotel...More"
1,I'm sitting here in my King size bed for $110/night and am contemplating throwing my faux antique wooden chair out the window on the band below. It's a Thursday night and the front desk just informed me that the band will be playing their crappy...More
4,"Micheal J Fox suite was great. Being a history buff, I really enjoyed the charm of this hotel add opposed to the cookie cutter rooms found at most major chains.  The lounge is always great and I look forward to staying again"
5,We drove up from Tucson to Flagstaff to spend the weekend exploring. My boyfriend gave me free reign to plan exactly what we were going to spend our time doing but was 100% stuck on staying at the Monte Vista. I'm incredibly happy I sometimes...More
3,Excellent location- downstairs bar and coffee shop is wonderful. If you are looking for a unique place this is it- Getting reservations was weird- I don't know if they have many cancellations but I was getting 3 rooms and they wanted all this paper work...More
3,"We had room 405, the Anthony Hopkins Suite, and it in no way resembled a suite. Very small, the double bed was against the wall on one side making it hard to get in and out of. The toilet/shower area was small enough to be...More"
4,"In walking distance to everything downtown-related. The place is old, but funky. It has a wonderful café/cocktailbar, who makes a mean Bloody Mary amongst other things, and a cool bar with live music (the friday night we were there, anyway). 
If you want peacefull surroundings,...More"
4,"The history of the hotel accompanied by the character of each room makes it a fun place to stay. It's located right in town, which gives some refreshing night life to go check out instead of shutting yourself in the room for the night. 

The...More"
4,"If you want the conveniences of a modern hotel, try one of the soulless chains on the outskirts of Flagstaff's historic district.  If you want to be in the heart of a lively town, the Monte Vista is the place to stay.  The rooms are...More"
4,This is a fun place to stay in downtown Flagstaff. It was our third time and enjoy the activities within walking distance with my family. Yes parking is scarce; yes it could use some newer carpet in rooms but that's about it. Bathrooms and closet...More
4,"A friend and I stayed at the Monte Vista Hotel for one night in June 2013.  We were given the Barbara Stanwyck room with two queen beds on the second floor facing the street.  The room itself was fairly large.  Besides the two beds, it...More"
3,"Old hotel, which is fine; we like ""old."" The first floor bar was incredibly noisy, but it was absolutely quiet in our second story rooms. We were in the ""Bob Hope Suite"" of adjoining rooms; beds for 4, plus a rollaway. The rooms are relatively...More"
5,"We stayed at the Hotel Monte Vista for one night on our way to GCNP in early June and loved it! It is not for everyone, as the rooms are outdated and not modern at all but it was fine for me and my husband....More"
3,"We booked into this hotel in May 2013 when we visited the Grand Canyons (organised by Grand Canyon International Hostel) which is literally down the road.
The hotel is average and has outdated decor including hotel and room furniture. The room for the three of...More"
4,"We stayed at another hotel for our first night in Flagstaff, and switched to the Monte Vista for the second night due to the location. We couldn't have been happier. The rooms are pretty old fashioned, but the hotel has great charm. The bar is...More"
4,"The location is the reason we keep coming back. This is our third stay at the hotel and we've learned a few things. The rooms are clean, the location is great and the staff is mostly friendly, though at times, completely clueless and unconcerned. Don't...More"
2,"I was extremely surprised at this hotel to the point that I had to laugh. Are you kidding me. First of all the music must have been right underneath are room and didnt stop till about 3am. Then we had the ""2 room suite"" with...More"
3,I had mixed feelings about the Monte Vista. Location is ideal being right in the town centre and the hotel has character and is just the place for tourists who want something different. The many ghost stories attached to the place are a definite draw...More
4,"On a whim we decided to stay overnight in Flagstaff, the Hotel Monte Vista was our landing spot.  The lobby was updated being mindful of its historic architecture.  The entire downstairs had had a good dose of educated historic preservation and impressed us.  The rooms,...More"
1,"Don't do it. It's one of the worst hotels I've ever stayed in. I don't mind roughing it and staying in quirky little motels, hostels and campgrounds. I love to camp and I'll sleep under the stars on the dirt ground with no issues. But...More"
4,"We used the Monte Vista Hotel as buffer lodging after Amtrak arrival, and before our train departure a week later.   The Hotel is charming and quirky, with vintage furnishings and room colors that range from shocking orange to boring beige.  The Hotel shows its age...More"
2,"Ooooy. We *thought* we were staying a historic hotel. And yes, it is old and historic, but it is more of a youth hostel than a hotel. Our room was large enough, but the bathroom was composed a toilet section about 3' wide, and a...More"
4,"We didn't see or hear any paranormal activity, but we did smell some.

We were in room 311, getting ready to go to bed when all of the sudden there was a mysterious odor. It smelled like a rotten egg fart. 

There were four of...More"
5,"If you plan on hitting the Ale Trail, the Monte Vista is the perfect place to stay.  The six stops on the Trail are in easy walking distance.  The hotel is a great little place.  Rooms are not big, but how much room do you...More"
3,"The famous movie stars that stayed here and the stories of the ghosts are fascinating but the rooms are about like a motel 6. Anyway, it is right in the middle of fun shopping, restaurants and bars and the staff is so friendly and helpful...More"
3,"Most of the rooms are named after famous (mostly dead) people who stayed there - Clark Gable, Spencer Tracy, and so on.  I think I was in the Gene Tierney room.  Rooms definitely have an old feel - layout, decor, etc.  For the historically or...More"
3,"The Monte Vista is a mixed bag.  This railroad hotel was built circa 1927, so the lobby and common areas downstairs capture that era nicely.  The hotel lobby, the Rendezvous Bar really capture the essence of this old establishment.  We were there on a First...More"
5,"Being that this was my second time staying at the hotel, I knew I was going to have a fun time.
For the last time I went was in September of last year , right before I started going to community college, and me and...More"
4,"Totally different hotel to stay.we spend an incredible weekend.good location.the parking space is limited. We only had difficult time to find a parking spot on a saturday.we got there early on a friday so we get to enjoyed the ""first friday"". Next day the City...More"
3,"I was really disappointed by the Hotel Monte Vista. My friends and I were looking for a fun place to stay that would give us some good stories to tell. We knew it was supposed to be historical and haunted, so we thought it would...More"
4,"Location! Location! Location! Right on the corner of San Francisco and Aspen.  You can walk the town and browse the shops and once your feet are aching, no need to drive back to your hotel, just step inside to Hotel Monte Vista's cafe/bar. Lively atmoshere,...More"
3,"This is an interesting place to stay. It is by no means new. The rooms are small, and not much has been done to update the hotel from its historical nature -- which I think is on purpose. Some rooms are larger depending upon how...More"
4,"Was tired of the same old Super 8/Motel 6 so we took a chance on the Monte Vista. Loved it, tons of character, neat and clean. Great lively lower level bar, in fact it was voted best ""dive bar"". We would stay here again."
1,"My boyfriend & I drove to the Hotel Monte Vista to stay the night to do a little paranormal investigating, which is a hobby of ours, in celebration of his birthday.  

We arrived at the hotel and went up to our room...the door had been...More"
5,"I absolutely loved our stay at the Monte V! I've read several reviews claiming the place is an old dump...Old, yes. A dump?? Give me a break!!! If you want to stay at a modern, Best Western type of place, completely VOID of character then...More"
4,"OK. Our room was named for Michael Stipe and R.E.M. That's great to start. This is an old downtown hotel with not one, but two bars. Good restaurants nearby. Room was comfortable and quiet. Staff was helpul. Enjoyed staying here."
4,"Hotel is  block from the Amtrak station, so you hear the trains but was convenient for us because we got in late on the train and started overnight to get a rental car the next day.  

Did not stay late enough to eat breakfast."
1,"I saw the photos on their website. Looked like a nicely rrestored old hotel. I've stayed in others that were nice. Hotel Monte Vista is a mess. Room 222to has a queen bed shoved in a   corner,a piece or plywood nailed to the wall for...More"
4,"This hotel is right in downtown Flagstaff and within walking distance to restaurants, shops and bars.  There is a coffee bar in the lobby as well as a bar. The service is great and the room is very clean.  It is just an older building...More"
4,"Three of us stayed just the one night here (in the Presidential Suite - two rooms, shared bathroom) and loved it. The location doesn't come much better, staff were very friendly, the room clean and tidy, and the building itself just wonderful. It's a little...More"
1,"Sean, the manager of Hotel Monte Vista, not only would not credit me for a parking ticket which I  incurred because of the ineptitude of Sara, a newly hired hotel clerk (she gave me a parking voucher that was only good for two hours and...More"
4,"We have stayed at the Monte Vista several times while in Flagstaff. It is a funny, quirky place which we have enjoyed but can understand other visitors not being as easily entertained as we are. The Rendezvous Bar, located on the first floor corner of...More"
4,"Planned a day trip and got snowed in. This was the only choice I had being that the blizzard made it impossible to drive. The woman at the desk was so nice and hospitable, and got me their ''Betty White Room''(cali. King bed, 4 big...More"
4,"The room had a great view, it had charming decor and I slept very well. The bathroom was small but charming. The service was nice, and they even lent us a cork screw from the bar to open wine we bought down the street.

We...More"
4,"My rating is based on a single night in this historic setting, which is all I recommend, but I do recommend that travelers to Flagstaff avail themselves of the opportunity to step back in time for a night in a bare clean cowboy room that...More"
4,Ok it's old the painting and the furniture   But we like old hotels. Its in the middle of downtown. We slept in the 'Freddy mercury ' room on the 4 th floor in a corner room with an extra window. So yes it was far...More
4,"Me and my boyfriend arrived Flagstaff today , and we loved it right away!

The downtown area is fantastisk with great restaurants and of course the Monte Vista hotel! It was perfect for our stay , and a good price for staying downtown:)"
3,"The best thing about this hotel was the location, right in downtown, with free parking. The rooms and decor were dated, with carpets needing renewing. The rooms could have been cleaner, as the carpets had crumbs on still. No breakfast included, so a little on...More"
2,"On my second trip to Flagstaff to deposit a daughter at NAU, I thought it would be fun to stay downtown as it has a great vibe, good food and atmosphere.  I booked the ""Monte V"" as the locals call it.  Our first indication of...More"
4,"Each room is different and named for a famous person who has stayed in the room. We stayed in the Jane Russell room (312) which is the ""red"" room as in everything is red (walls, ceiling, bedspread, etc..). The room was large while the bathroom...More"
4,A perfectly situated hotel in the centre of busy cosmopolitan Flagstaff. The hotel has a certain 'seedy elegance' that errs on the side of charming. some rooms are named after previous famous guests which is a nice touch. There is an excellent bar adjoining the...More
1,"The staff were arrogant from the first interaction. Halfway between checking us in the front desk guy started chatting with other staff members for 10 mins.
Parking is very limited. If you don't mind walking two blocks then there is enough public parking.
The location...More"
4,we  had left new mexico  that morning  and  crossed  the   northwest part of arizona   coming on hiway into  flag  from  the north   our biker   buddy  dennis  was  waiting  out on hiway  89.....so  we headed into flag  our first... stop  a   c store  for a  coke......More
4,"Absolutely loved this place.  The rooms are not ritzy, but clean and comfortable.  The location is excellent, with several great eateries around.  The Hotel has a Lounge with pool tables, making having a couple of cocktails and pool games fun, without worrying about getting a...More"
1,"Just ask to see the room before you pay.  They may say: we dont give tours.  If they do, just say I dont want a tour, I just want to see if my room looks like a historic room or whether it looks like a...More"
3,"Historic smishtoric! This place was scary! First of all,you have to make sure you ask for a bathroom in your room, otherwise your are sharing one in the hallway...dorm style. Secondly, the pictures on their website are apparently only of their upper floors that have...More"
4,"We spend 3 nights here. For me it was well worth every penny just for the location in the middle of downtown Flagstaff. The location is very convenient for walking all around downtown and NAU, and you can go to the many breweries nearby and...More"
4,"We had such a great time the night we spent here on our way to Santa Fe, NM, we stayed here again on our way back to California. Ask for the Jane Russell room if you like RED. The room is supposedly only slightly haunted,...More"
4,"Quaint but acceptable in a typical ""mature"" USA town. Great bar downstairs. So so breakfast. Helpful staff. Liked it. Memorable."
4,"This is one of only two hotels in the historic downtown area of Flagstaff and we chose it because it was the only one offering twin beds. It is a wonderful location within walking distance of plenty of restaurants and shops.
The hotel is old...More"
4,"Lobby & room very quaint. No coffee pot in room or in lobby. Must purchase coffee from bar. Parking difficult. Very few spaces available next to hotel. $10. Parking available in lot across the street. 
Room quiet. Train noise not an issue as trains do...More"
4,"Lovely old fashioned hotel. Very good value, though they don't offer breakfast and the bathroom was tiny. Good restaurants all around within walking distance. We would stay again."
4,"My husband and I enjoy historical hotels so when we planned a trip further up north in Arizona, we decided to spend a night at the Hotel Monte Vista on the way home.  It is centrally located in the historical downtown area near great breweries,...More"
5,"Interesting, fun and centrally located to everything cool in Flagstaff!  Each room is named after someone famous....rooms are decorated old school, great change!"
3,"We stayed here for one night in Sept '05 as part of our trip to the Grand Canyon. We had booked for 2 nights, so that should be a hint. The issue was not the hotel as much as the train. If you are used...More"
4,"We stayed here with a large group of 10 people.  We got 3 rooms, the Jack Daniels suite, the Gary Cooper room and the Air Supply room.  All of the rooms were very nice.  The staff were friendly.  We went to both of the bars...More"
4,"We booked a last minute trip to flagstaff at this hotel, we got a queen room with a shared bath. The room was spacious and comfy with a sink, and I actually was surprised at the shared bath it wasn't bad at all. Always clean...More"
4,"My husband and I stayed here, and we got a king suite (the Babbitt Room on the 3rd floor). The room was very spacious...especially for being an ""old/historic"" hotel. We liked it so much that when we came back through Flagstaff, we stayed another night...this...More"
4,"My wife and I stayed at the Hotel Monte Vista for three enjoyable nights in September 2011 as part of our 2000 mile road trip visiting places of interest within the states of Nevada, Utah, New Mexico and Arizona. 
This hotel is full of movie...More"
5,"We might not have even stopped in Flagstaff except that we were giving 3 young men a ride to town from Walnut Canyon National Monument.  We saw the the Monte Vista's tall old neon sign on top their 4 story building, and though it was...More"
4,"Three women travelling to Grande Canyon from Phoenix stopped overnight in Flagstaff.  We wanted to be able to walk to all of the charming little restaurants, bars and shops in the uptown area so chose the historic Monte Vista Hotel as a first stop.  The...More"
4,"Ok, read the reviews and was amazed how picky people could be. This is an old, historic hotel that has kept as much old fashioned charm as possible while cleaning up and modernizing a bit. It is not a luxury hotel unless you look into...More"
3,"We spent 2 nights at this hotel in May 2011 and I think it is time for an upgrade. Although the room itself was quite large, the toilet and shower were tiny and the basin for cleaning your teeth was in the main room with...More"
4,"First stay Comfortable room,  areas very clean , good food in restaurant  nice bar Staff is great, from front door through all services - friendly, helpful, competent. I'll visit here again!"
3,So a couple of friends and I went to this hotel that is supposed to be haunted. Well we did hear a lot of what it claimed to have be going on there. The walls seem to be paper thin. We heard a baby crying...More
4,Our reception was good and friendly and the hotel  nice and clean.  We were in the Zane Grey room which was on the front corner with wondow views on two sides. The room was adequate and clean with pictures of his books on the wall....More
4,"I needed to stay in Flagstaff one more night and had been promising myself the luxury of staying at the ""Hotel Monte Vista""
.
It is November 12, 2011, Saturday night around 5:30PM, it is a cool rainy night, park the car accross the street...More"
1,"To start the hotel has no parking, it is all first come first serve which will be your first nightmare. Then the night staff and management are the worst, I truly believe they could care less about anybody staying at the hotel, it is all...More"
2,"Pretty much a disappointment - this hotel could have been good. Very tired rooms; dirty, stained carpeting; funky room layouts; not much in the way of decor. My room smelled of bug spray. Also was not completely cleaned from previous occupant, still had trash in...More"
4,"Flagstaff was our last en route stop before arriving in Phoenix. When we arrived it was cold, and the hotel we'd hoped to check in to was full, but their desk manager pointed us at the Monte Vista.
The check-in process was quite & painless,...More"
2,"A friend, who didn't make the trip recommended this hotel, Yes, it's downtown but, old, rooms smelled, the shower was so small you could hardly turn around and I'm only 185lbs. Rooms over the bar so with the windows open you got all the 2...More"
1,"We stayed in the Monte Vista a couple of years ago and I have to say it was one of the worst experiences of our lives! (yes, the bar is quaint and the martini's good and the reception area was interesting) but our room was...More"
4,"I got brought here on a surprise 2 day one night getaway by my boyfriend. He had never been to Flagstaff and didn't quite get why I missed it terribly (and how I continue to contemplate going to NAU).
We didn't spend a ton of...More"
1,"Overwhelming stench in room! Similiar to dead animal or intense mildew. Cold unfriendly room. Arrived after dark on Amtrak so finding another room would have been difficult I slept with my clothes on to minimize contact. View from window was not a ""Mountain View"" but...More"
5,went there to stay and see the ghosts. Didn't see any ghosts but found the best bloody marys i've ever had. Great bartender and the staff were very friendly. I've told everyone about this place. Visit the Rendezvous bar for the bloody marys which are...More
3,"I stayed at the Hotel Monte Vista in August 2010 after searching around for supposedly ""haunted"" hotels in the Northern Arizona area. I have a weak/soft spot for ghosts and legends so I booked a room for two nights. We stayed in room 303 (Babbit)....More"
3,"If not for the incredible location, I would vow never to return to this hotel. It is very old. Pretty clean, but not clean enough that I would have been willing to shower without flip flops.  The bed was fine; not exactly comfortable but also...More"
5,Stayed here in mid-Aug 2011.  What an experience!  Stayed in the Gary Cooper room.  Picture two middle aged best gal pals and one 10 year old boy fighting over who DOES get to be in the middle (of one huge bed -- we elected to...More
2,"My husband and I decided to try this quaint little hotel out while we were visiting town for one night.  We got a queen room with private bath for $90 (in retrospect, I wouldn't pay even $40 for this room).  The front desk staff was...More"
2,"I was prepared for the noise around this hotel - it was a busy weekend in Flagstaff and I picked the hotel for the great location.  It was all the other problems that ensure I won't stay here again: there's very little parking, and staff...More"
5,"I've stayed here many times.  If you don't want any noise, don't stay downtown.  There are bars there, people go to them, then at 2am they go home.  Dael with it.

I really like this place.  Surprised to see a flat screen TV in my...More"
1,"Great location, nice lobby, friendly receptionist. But, yes this place is tired and dreary considering the cost ($90).  But the major problem is it's rather filthy and poorly kept. My king sized pillow had a standard sized pillow case on it leaving part of the...More"
1,"I'm a journalist and had recommended Monte Vista in a recent road trips story I wrote for a major national women's magazine...without staying there first (occupational hazard of journalism today--you can't always visit the places which you write about, especially when featuring 27 cities in...More"
1,"Before I booked at Monte Vista I read the reviews.  I took the risk and ignored the bad reviews because of the location, what a mistake.  Every single negative comment about this hotel is true.  The only thing it has going is its location.  I've...More"
1,Stayed 7/6/11  Noticed on our way home I had 3 bites on the back of my arm.  While back in Phoenix I was still waking up with new bites on my arms and stomach.  So 3 days after my stay at Monte Vista  I vacuumed...More
